review,rating
"I wanted to give less than 1 start. Bloody waste Uber, Uber very very worst in paying his drivers, that is lower than auto rickshaw fare, in Bangalore ₹18 per km for auto rickshaw but they pay ₹10 for car...",1
base pay is extremely low. and app sometimes does not respond to button taps,2
Great App. Love it. Every day with Uber...,5
"It's virtually impossible to be connected to human support (this is on purpose) and if you do get through to a person they have no idea what they're talking about, and can't help you. Cancellation rate goes up if a store is closed, if the person before you stole the food, extreme flooding making it impossible to reach the dropoff. Walmart couldn't fill an order for 3 people and it counted as 3 cancellations. The first tier of their rewards requires 8 percent or less. I went up 6% in one day.",1
धन्यवाद,5
exclant work,5
chor hai uber India ke logon Ko loot raha hai,1
worst price,1
no1 froud company worldwide,1
good,5
excellent working ❤️,5
excellent,5
"Simple to use, and good user interface layout.",5
very bad service for driver & custom,1
"Pretty frustrating to regularly take over ten minutes to get a driver, in Chicago. Almost makes Lyft being slightly more expensive worth it. Time estimates are usually off, by five or more minutes.",2
uber bekar app hai isko banned kar do aap log rate sahi kar dakte ho,1
bahut hi madar c company,1
my life is uber ❤️❤️❤️,5
frod,1
froud company,1
meri payment nahi de rahe jabki costumer ki taraf se uber ke pass successful ho gaye,1
not giving best price compare to other applications and less orders,1
pretty easy to use,5
How do I contact the customer service officer? I have been trying for a long time and this is the worst service I have ever had from anyone.,1
mera chalu nahi ho rha he,5
🥰,5
so nice,5
rates is not ok I can give you ss of rapido and uber for same ride .uber give 141 .rapido give 221,5
they'll literally pay below the cost to deliver and sabotage you everyday with lies depending on if they like your face basically,1
super smooth and easy to work doing Uber eats.,5
pretty good,5
charge extra from customer never pay even half to driver,1
"They can modify the design of the application in an excellent completely unnecessary. I guess professional expertise allows only this. Sending drivers to pick up passengers in a completely unacceptable way does not matter. Can you sleep well??? Do you have any idea what a driver should see when he receives a ride request??? I'll describe it for the less skilled. (house number, street name, district.) You can also add the name of a place to this. Only Uber management can't understand this.",1
Terrible app. It sets you up for failure as a driver. How does a company that's business is giving people rides not have a functional gps to properly help its drivers. Genuinely pathetic,1
"Uber can work for simple food deliveries with decent demand, instant cash-out, and a clean interface. But for bicyclists, it’s a nightmare: unsafe routes, inaccurate maps, hidden low base pay during ping, and Shop & Deliver assuming a car. You absorb all risk, friction, and effort for free, turning every run into a gamble. Maybe Uber thinks we all secretly drive Hondas.",2
"if you're using this for food delivery don't, use doordash. This service relies mostly on tips and super low guaranteed payout. Not uncommon to do a large order with a decent distance only to get paid 3 dollars. Doordash is more transparent. I did my first 3 orders and basically lost money. The world is full of bums, and most of those bums use this app for delivery.",1
good,5
Good to work with Uber,5
"Zero stars. Garbage app doesn't appreciate drivers. Too many duplicate orders, sadly no money and waste of time.",1
super,5
🙏,5
worest login method i upload every document but agin contact support Asking.and i asking to support they told near uber office go 🤦 time waste,1
please sir orders on kar do please 🙏🏻🙏🏻🥺,5
Rate itna kam de rahe he jese gadi inke baap ki ho repido hi jyada de raha he hamne to uber chod hi di ab bharti texi customer ko bhi bata rahe he chor company he uber,1
great money,5
Worst App ever. They are drinking the blood of hardworking riders and not paying them enough. Scamming Riders and benefiting the users. I drove 25 Kms and they paid me only 140 Rupees. This is really unfair.,1
👍,5
this app bad,1
"Auto Fare Issue in Pune – Extremely Low and Unfair Rates I am an auto-rickshaw driver working with Uber Auto in Pune, and I want to share my concern about the current auto fare system. The fares provided by Uber Auto in Pune are too low and do not follow the official auto-rickshaw meter rates. This is causing financial losses and daily stress for drivers.",1
The fare are too less and on every ride there charge,1
in uber application for driver is no value.full focus on riders.,1
",💯",5
ghatiya service,1
nice 🙂,5
I quit driving for Uber eats. I got paid only $2 instead of $9.13 because the customer reduced the tip to $0. I drove more than 10 miles and spent 23 minutes. I think that was a waste time and gas,1
good,5
😃,5
good,5
"Uber showed me ₹254 for the trip today, and now, after ending the trip, it's showing ₹168. Uber is a fraud.",1
Uber is a very bad,4
thank you,5
Uber not give a good price. very low price very bad Uber app,1
low price,1
Best,5
Full payment not received,1
Bad,1
very good app easy to use,5
They are hiding walmart on the heat maps on purpose. Things were smooth for ahile now they keep your acceptance rate stuck below 75% if you dont do the walmart. shaws and stopn shop non sence. 22 bags to 3 customers from walmart for $13.84!,4
tq uber cab,5
best app for earning money,5
very good 👍😊,5
good,5
excellent,5
THIS SYSTEM IS TOTALLY HACK AND NOBODY HAS FIX THE ISSUES THE WHOLE UBER TECHNOLOY HAS BEEN COMPROMISED... MY BEST ADVICE IS TO AUDITED UBER TECHNOLOGY SYSTEM ...STEALING ADD ON POINT IS ONE MALWARE....,1
worst experience... they don't need any drivers because supply is more than the demand... sometimes the fare is also tooo low 11rs/km.. and more over that trip radar is much more worst .....,1
Good 👍,5
good,5
super,5
worst app waiting 2 to 3 hour's no order very very worst app please don't not use uber driver app,1
uber is a joke I highly recommend using anything but uber for many reasons but feel free and give it a try best of luck uber does not care about the drivers. I had an incident with a customer who saw my photo and took it upon himself to text me for weeks and uber gives them your real number. he thought I looked good in my Pic it was creepy and weird uber is very sketchy and some drivers are to I would Never allow a stranger to touch or deliver my stuff its gross depending on the driver,1
worst app ever no response from the customer care,1
"terrible prices, this app is by far the worst at setting prices, Also please inform the Driver of the discounted price beforehand, it is very annoying that The app shows the false amount to the driver to be recieved before accepting the ride",1
They don't pay the amount they show.,1
not good the uber driver,1
takes advantage of the driver's. does not pay for trips or promotions. this is the worst driver app. if I could give a 0 I would,1
worst app,1
very baad uber bhaggar,1
I love this ،🎉🔥🔥,5
uber not good for drivers koiy bhi sunwayi nhi hoti or par day 164 Or 5℅ charge lagati hai pass bhi lo or 5℅ bhi do kiya faida is me kam karne se sabhi bhiyo se Ricwest hai is me kam na kare bay court uber,1
good 👍 tank uber,5
ಸೂಪರ್,5
good,5
nice and happy,5
good,5
I like it to get a little extra money don't like the fact it wants me to have a pretty high acceptance rate but money is money.,5
"10 per/km , fake commitments given by you people. fake promises, still giving 8 rpes per km. (for 15 kms giving only 120 we take 150to160 atleast 10 per km required idiots. rapido and porter is better more better than uber.",1
very good app,5
good VG ok,5
nice experience,5
best,5
I should tell you that this is terrible and don't try it. More for me right. well it is great and the extra I come helps a great deal.,5
thank you,5
uber rider ke liye kuch nahi karta 120 rs me 20 km jao 1.5 pickup bhi lgao fir ghar ache se chalao ajee Han sab bakwas hai uber sabse bekar hai india me iss time🤮🤮 91 rs me 19 km kon jayega bhai 😥,1
veery good,5
good,5
Drivers .. .please confirm the amount before you accept the ride..,1
Uninstalling every uber app and every related products since uber doesn't have a customer service. Such a bad experience. Canceling my uber pass also.,1
unhappy Uber rider 😞,1
good 👍,5
very worst app,1
good,5
horrible support. they don't even know their own app or rules.,1
very nice,5
one of a chutiya aap after ola ...new year gift per km 8 rupees please ola make it 5 we give.. you one loly pop two loly pop three loly pop loly pop loly pop loly pop loly pop loly pop loly pop loly pop loly pop loly pop loly pop loly pop loly pop loly pop,1
"I've yet to use it, but will be tomorrow",5
good,5
"You will regret this decision. Don't be a desperate fool like the rest of us. This company has failed in the 9 years I worked for them. No matter what just don't do it. Your worth more than this. There will be attempted robberies, close calls with bad drivers and false reports that will jeopardize your earnings. The better customers left this app years ago. Or you can ignore my advice and make $7/hr. Good Luck!",2
"Been delivwring for a few years off and on as a part time thing now. They've been adding some really useful features and improving gps (yay!) but if you're drop off is inside of a military base, you may as well open your default maps to get you inside! This never fails to take me to the wrong gate, otherwise I dont have real issues with the app, just some slow connection and the base-gate situation.",4
ola uber me kaha dham ta jidar bheja udar bhada hi kam ta,1
very bad service Uber any time low price duty uber 😭😭😭,1
"drove 3 orders, 2 got changed from 8$ to 2$ after drop off.",1
they keep adding new things that only benefit the slaves who take 3$ orders and drive 10 miles because their base pay is horrible and people dont tip well anymore,1
I have been reported multiple times for things that I have not done Uber eats itself has reported me multiple times for account sharing even though I have took pictures of myself before driving on top of that they have driver support people from India who literally do nothing they do not help you so if you download this do not expect them to help you do anything because they never will you can make good money sometimes but it's not worth the headache just download doordash,1
ok,5
"its been glitching a lot lately, the insight reports are inaccurate, and sometimes the Uber support can be a little bit more rude when you have a complicated situation dealing with a drunk rider. Supervisors need to be available at night time when complicated situations are more likely to occur. this app is great and for the most part everyone is really nice, but lately it has been making false readings on the app because it relies on data. that means if your service is low it won't read accurat",4
for the driver is very bad,1
Fast and easy! I love it.,5
my car is brown try to update it to bown cos the image it shows the pasengers looks black but the app say the app is alredy listed as brown. the image shows black people think my car is black so whe they see brown the assume that not it. the app alredy has it as brown but it doesn't match the image shown,5
some of the directions will literally take your in a loop to go back to an address. support isn't very helpful. still not bad side gig,4
love it!,5
honestly when it comes to this app you make or break how much money you make..... yes read that again,5
"Hey I am here because my account was deactivated for the reason which I think it wasn't true ,I took time to reach you coz I has too much pain for that, let me be clear, my account, I submitted a license and approved and later deactivated which I think it was not fair coz I worked with uber for almost 2years now am suffering",1
thanks you uber eat for giving me some orders,5
this app has screwed me over so many times. I deliver as a side job and this year is unbearable. glitches have wasted so much of my time. ive been promised additional compensation so many times that ive never gotten. im done. the things they've done are criminal,1
Uber is an abusive company.,1
designed to keep poor people poor,1
👍🥰,5
the customer service is probably the worst I have ever dealt with. they sent my pay to the wrong bank. It won't let me change my banking information and for the life of me I cannot get someone on the phone. online chat is ai and goes basic resolution troubleshooting. I tell them I need to speak to someone and the phone number they give doesn't even work. says they are no longer taking calls. this has been the worst experience,1
good,5
thank you,5
good,5
👑,5
lootera hai,1
badhiya company,5
Debasish Mondal good 👍👍👍,5
Good,5
"recently rides was not assigning properly and money also not giving properly offers are given to booking riders but atleast 8/km not giving this was not fair resolve this worst app , rapido and ola best",1
super,5
"PLEASE FIX!!!!! ILOVE DELIVERING UBER EATS! 👉 BUT SENDING US NEW ORDERS OVER THE IN-APP NAVIGATION AS WE ARE PULLING UP TO A DROPOFF IS DANGEROUS !! ...like that last minute or 2 before arrival- pulling up to a dropoff there are UNFAMILIAR ROADS, PARKED CARS, PEDESTRIANS, OTHER DRIVERS ETC near the dropoff, NOT A GOOD TIME TO SEND NEW ORDERS 🙏PLEASE FIX FOR US!!!! Wait to send new orders til AFTER dropoff!(IF IT WASNT FOR THAT THE APP IS PERFECT IN EVERY WAY I LOVE UBER S MUCH THANK YOU!!!!!",4
nice,1
nice,5
Very Bad support.,1
my driver collect extra rs.40 from me. This is not fair. I was in hurry so I didn't saw the correct amount.,1
ok,5
good,4
super good 👌,5
super,5
with out any region id was blocked if I ask them they told ur have done the same trips 3 times I got the ride so I had done picking the same driver then they blocked my id and it is permenently blocked and it won't unblock anta worst experience,1
Pacakge service was removed by uber and no proper response on issues,1
ek to 6r.s per km ki hisab se paisa mailta hai uper se cashout nahj kar sakte ho aap yani ki withdraw nahi kar sakte aap chiye kuch be karlo kitne be msg kar do in ke team ko koi sunvie nahi bas ek jawab hai ki Monday se pahle nahi hoga in ko lagta hai petrol free dati hai hum ko government agar galti se aap ne request be kari or withdrawal be kiya tab be kavel show hoga per aayga Monday ko kuch or use Karo Bhai logo be kar me kon wait karga 7 din tak,1
super 😍,5
"ಲೋ ನಮ್ಮ ಯಾತ್ರೆ ಗಟ್ಟಿಯಾಗಿ ನಿಲ್ಲುವಾಗ ಡ್ರೈವರ್ ಗಳು ಬೇಕು ಡ್ರೈವರ್ ಗಳಿಗೆ 24 ರೂಪಾಯಿ 26 ದರ ಕೊಡ್ತೀನಿ ಅಂತ ಹೇಳಿ 16 ರೂಪಾಯಿ ತಂದು ನಿಲ್ಲಿಸಿದರೆ ಬೆವರ್ಸಿಗಳ ಎಲೆಕ್ಟ್ರಾನ್ ಸಿಟಿ ನಾರಾಯಣ ಹೃದಯಾಲಯ ಅಲ್ಲಿಂದ ಏರ್ಪೋರ್ಟಿಗೆ ಬೆವರ್ಸಿ ನನ್ ಮಕ್ಕಳ 1060ಸಾವಿರ ಕೊಡ್ತಾ ಇದ್ದೀರಾ ಅಲ್ಲಿಂದ ಟೋಲ್ ಚಾರ್ಜ್ 185 ನಿಮ್ಮಪ್ಪನ್ ಕಟ್ರಾ 2 ಅವರ್ ಜರ್ನಿ ನನ್ನ ಗಾಡಿಗೆ ಡೀಸೆಲ್ ಹಾಕಿ ಗಾಡಿ ಓಡ್ಸೋದು ನೀರಲ್ಲ ಬೆವರ್ಸಿಗಳ ಸರ್ಕಾರ ನಮ್ಮ ಗಾಡಿಗೆ 24 ರೂಪಾಯಿ ದರ ನಿಗದಿ ಮಾಡಿದೆ ಒಂದು ಗಾಡಿ ಎಫ್ ಸಿ ಮಾಡುವ ಸಮಯ ದಲ್ಲಿ ಚಾಲಕ ಖರ್ಚು ಮಾಡುವುದು 60,000 ಸಾವಿರ ರೂಗಳು ಖರ್ಚ್ ಆಗುತ್ತೆ ಸರಿಯಾದ ದರ ಕೊಡಿ ಸೇವೆ ಕೊಡ್ತೀವಿ",1
Uber map needs to be upgraded and also if there will be other request while the first trip is not end then it should be like 2 to 3 to the end of the trip.,5
Not getting rides,1
good,5
good,4
worest app,1
very low rate. don't use this app,1
Worse app ever. Exploitative. Unregulated slavery.,1
On go,1
the cost is very low per kilometre,1
okay,5
HEADS UP!!! UBER STEALS UR MONEY AND CUSTOMER SERVICE IS NO HELP. 0 stars if I could,1
thank you,5
i was driving for 3 years. i am India in Telangana. very low amount providing for uber drivers. it is not all fare.totally updated.its very update. no surges given so i am uninstalling uber driver app . I will download rapido.,5
Daily call from call centre to activate your account now I am receiving 5 to 6 calls in a day,1
"worst loud sound in ears , cant adjust trip incoming tune volume , it controls volume , whenever try to decrease it raises by it owns . bad for ears .",1
"Pathetic experience. Uber has started reducing the basic pay per trip to attract customers, and riders are the ones suffering. For a 6 km ride, the basic fare should be around ₹60, but Uber often pays only ₹47–48. Riders also travel extra 2–3 km for pickups without proper compensation. Very disappointing and unfair. I’m quitting Uber.",1
bike saver mein kya chalu kar rakhe ho mere bhai saste ke chakkar mein Kya dusra gadi bhej rahe ho kya bahan chod ko ismein cycle bhejte ho kya aap Paisa barabar diya karo Paisa ka dusra back to jata nahin Hai yahi bike jata hai uske liye battery Wala cycle nahin aata Hai rider Ashish bol raha hun,1
"Thank you for your interest in partnering with Uber. At this time, we are no longer operating in your city. ( My problem)",5
what is Vehicle permit means I am not getting ot,5
good,5
"worst app for bike riders dont do rides here...no night surge, no pickup amount, very high target impossible rides incentive given..waste of time and money... remove that premium..give flat amount... Edit: again cheating in the name of what we see..give proper amount..no pick up fare, no night surge , no distance fare all cheating",1
low rate,1
thik hai,5
once of the worst apps I've ever used. 90% of this apps features do actually work and randomly move you around the app instead of taking you were you wanna go. For example if you try to manage cars it just pull up a random page a not actually let manage you vehicle list. customer service is terrible they just using bots to try to quickly answer and it will tell you something that has nothing to do with the service you asked for. probably will be sign for Lyft by the time I get a non ai response,1
very nice,5
good 👍,5
rate kam hai driver ko loot raha hai,1
good,5
chor company,1
nice,5
"Goober allows tip baiting. Its againt the law, and the way they get away with it is a combination of dark money funding scam compainies like this and the way they word their policies. Double speak and deceptive wording.",1
Good,2
ride milta hi nhi sahi se,1
good,5
"My account was deactivated due to a transferred aggression. Uber couldn't even ask me my own side of the story before deactivation. So unfair, after 11months of 4.95 stars, diamond status with over 2k 5star rides. Just one transferred aggression that I knew nothing about. The customer even apologized with a tip but Uber went ahead to deactivate my account. Heartless beings.",1
"First of all it doesn't deserve 1 star. It's nonsense that you haven't used it yet. I have been using it since last 7 years but have been trying to call customer care for more than 200 times but still it is not working. since last 3 days, money has been deducted from my wallet 2 times saying that from customer i collected payment 2 times .whereas till date i has not taken even 1 rupee extra from anyone. not recommended at all.And today, the same thing happened again and again. fare-0trip-0,sup-0",1
"Good,nice driving",5
best platform for online cabs,5
"Passenger made a false complaint and said that I made two payments and they are making 164 in my account. They only made a payment to the scanner. In any case, they did not give me the money. They said that I made an online payment and they made a payment to my UPS scanner twice. They lied and deducted the money once.",1
"few months before app working fine .. now app not running in background , everytime i need to sign out & sign in for next order .. very worst",1
uuhh,5
Trip me se bhi deduction Karta hai or plot farm fees 20 rupees chahe trip aaye ya na aaye or packege charge 15 and deduction alag se frood application hai khud ka profit dekhta hai isliye Kuch dino me aapki company band ho jayegi,1
good 💯😊,5
Nice,5
good,5
"I love the app so far, it fun making deliveries for people. I just didn't know these drivers were paid SOO little lol😭 I understand how they feel now and why they always beg for tips... for the amount of gas used, the few bucks here and there don't really help unless you make a lot of deliveries. BUT they do add up! and I've already made a good amount from just a handful of deliveries starting off 🤗",4
great apps . uber,5
if I can give 0 stars I would this is a sorry company to work for don't use it unless you want to go broke fast because just another scam in itself I took many orders down messed up roads where I had to drive backwards btw driving a standard transmission and they only give me 5 dollars for my trouble hahaha this app is a joke,1
good,5
because of daily updates map is not working properly,1
🥰,5
excellent,5
good,5
amazing,5
no trip last 2 days very low fair,1
good,5
very low fare very bad and cheated in uber fraud etc,1
Bike select hi nahi ho Pa rahi jiski wajah se ham online nahi Ja pe rahe,1
good,1
very nice,5
supar,4
bad,1
Very disappointed with the recent changes in the rate card. My earnings have dropped significantly while fuel prices and maintenance costs are going up. The new rates are not sustainable for drivers. We are working harder but earning much less than before. Please restore the old rate card or increase driver payouts immediately.,1
nice Aap 🌹,5
pls nobody use of all drivers because his giving low fare and his deduction km after enter the otp his making very fraud work but all the driver suffering about this fraud company especially mysore division,1
very affordable,5
good 💯,5
very poor ride request and vey low earning money time waisted app,1
Easy enough,5
very bad and slow app software only some time coming take me option mostly not option for take me somewhere,1
ok,5
good app,5
ok,5
"I have android 13 and the app supposedly only requires android 8. I am asked to verify my account with a selfie which is never accepted by the app now. I was able to successfully go online earlier this month. the only app support they offer is a useless and unhelpful AI chat bot, and a hard to access phone option that takes you to an answering service in another country where you spend 20 minutes on hold for them to tell you they can't help you. Carrington event can't happen soon enough",1
Very nice aap,2
uber is a good app and using is also so simple. This is good app for earn more money. Thank you 😊,5
Best,5
Multiple issues with map.,1
I think Uber is the best of these kinds of companies to work for. They are pretty fair to their drivers though I think they could increase the base fair a little they pay okay and make it easy to withdraw. I would recommend them to anyone,5
helps a lot and makes daily life a little more easier ✨️,4
1-I'm tired of getting MATCH requests that pay well but I never get. Then getting an exclusive request that pays $5 that I have to drive 15 minutes just for the pickup. Not worth it. And my Acceptance Rate suffers. 2-How about a setting that allows drivers to not get bombarded with requests when we have riders in the car if they so choose. I'm trying to follow the GPS and instead I have to look and a request that pays $4.75 that I won't take anyways.,2
The maps are not accurate and the money the drivers are offered for trips is rubbish.,2
nice ap,5
"had 15k deliveries so far. ok company and app. once they didn't pay me for a delivery I contacted them with an issue with an order and they canceled the order rather than doing their job right the other time they were not paying me for the extra miles due to roadworks. overall I recommend Uber, stable £12.50 an hour average but you have expenses.",4
perfect 👌,5
so far so good🤞,5
glitch in the app make orders get confirm by itself or get canceled,4
good,5
good,5
Good,5
I'm grateful for the app. It's easier to use than I thought it would be.,5
good,5
Nowadays Uber drivers are not getting money from Uber because Uber commission from our earning money,2
good 👍,5
best app to work,5
MY BEST DELIVERY 👌 APP BECAUSE THEY VALUE THE WELL BEING 👌 OF THEIR COURIERS .,5
nice uber 👌,5
good 👍,5
super,5
not helpful,1
nice,5
nice,5
good 👍,5
navigating on the fly i find the app ez and user friendly,5
nice,4
una de las mejores decisiones para generar ingresos que he tomado este año,5
super best app hai,5
good,5
very good,5
happy,5
its the best app for easier travel,5
uber company making money.but driver partner's is not at all having any support from company.its nothing but a organised slavery.,1
good,5
"They don't try to understand the truth and put a lot of pressure on the drivers. They simply listen to whatever the customers say and end up harming the drivers.I'm not saying all drivers are liars, nor am I saying all customers are liars. There's a lot to explain about that. But Uber's WhatsApp support only listens to one side of the story!The drivers cause a lot of trouble by simply doing whatever the customer tells them to do. They've caused me problems many times, and when we file a complai",2
सारे ऐप से अच्छा है uber जों अधिक चार्ज नहीं लेता है,5
very bad performance ghatiya app,5
very good app,5
"This is my second review for Uber regarding the trip experience and it is one of the worst. Everyone please be noted, the company has now started a scam regarding payment. I booked a trip in Uber for Rs 201.90 and later when we reached the destination there was a sudden rise in the fare and it went to Rs 240.90 This is really unacceptable. We asked the driver for such payment issues and he answered that we are not concerned for this you should contact Uber.",1
uber good app,5
good,5
very good,5
nice,5
good,5
😊😊,5
Loss of auto drivers because per kilomeeter only 12 ruppies paid minimum amt per kilo meeter is 15 ruppes,4
nice,5
good,5
love it,5
"Customer service SUCKS, They have a phone number but REFUSE to answer!!!!",1
thik hai,5
bad,1
good,4
good.,5
why are you remove connect on my app I am working with uber connect very bad experience,1
nice,4
very bad experience with this application. not getting money. they are deducting money in promotion only. i have completed 4kms ride and get 12rs only.,1
So nice app,5
❤️,5
👌,5
pashe kam dere hai .km jayda,1
very poor experience as a driver this app support only for there customer not for driver according to uber our cab is like cycle fuel free that's a reason uber give us 9-10rs per km,1
paltu app fake 3rd class app sala 7 days hold me dalta hai kutta ya,1
kilometre price bhut hi low hai ..,1
super,4
looting people,1
uber not to good,2
very bad experience,1
Thanks a lot for resolving my issue,5
"low orders, if any order received for 20 or 30 need to go pickup for 2 to 3 kilometers always its not worthy, some times if received ang above 50 rupees orders those are nearly 10 kilometres orders those also not worthy, if incase customer can change their destinations when going 20 rupees order it reach 10 or below 10 ride how a person survived a pick up with 10 or below 10 rupees order?",2
ride rate is so below. it's not doing don't use now for some time,1
best,1
good 👍,5
useless app plz don't drive in uber,1
good,5
very bad Uber company Gumrah karke driver partner ko paise kam deti hai booking dene mein bhi pakshpaat karti hai nazdiki ride provide nahin karti 5.10 kilometre dur ka ride provide karti hai,1
ड्राइवर के लिए बहुत ही गंदा ऐप है ए ड्राइवर का खून चूस रहा है आप सभी लोग उसको ऐसा ही रेटिंग दीजिए ताकि प्ले स्टोर से हट जाए न रेगा ओला न रेगा ऊबर सभी लोग चलेंगे मिटर पर,1
very very bad service low fare,1
thish app frod,1
bekaar app he koi use na kre rupay hi sahi nhi dete he ese chalana bekar he,1
good 👍,5
good,1
the app is slow,1
Bad service fare is very low for drivers,1
ok,5
👍,5
bire bad,1
good 👍,5
World ka ghatiya app ઘટીયા એફ એ સબસે થર્ડ ક્લાસ માયનસ ઝીરો રેટિંગ સે ભી કોઈ જ્યાદા નહિ હૈ નહીં તો દેતા ઇસ બ્રોકર કો સીએનજી કા ભાવ પતા નહિ હૈ,1
love it,5
"uber thinks only for customers not for drivers, uber chor company hai maha madarchod company hai",1
good app easy to use,5
super,5
no insensitive from driver's. give me insensitive and best price.,1
good 👍,5
bed support team,1
cheep rate,1
الأسعار بالنسبة للاكس لارج وإكس اولوية والكومفورت والوقت الضائع في الانتظار اثناء المشوار اذا صادفتنا زحمة لازم ينظرون في هذي المشاكل,4
good,5
very bad . free me customer ko service dilwa rhe hai. driver ko barbad krne bala app hai. unstall kr do.,1
"Worst App..,",1
hello admin i am here because i am not getting solution for anywhere my uber xl not working from starting days i have upload all needed documents but still no solution thanks,1
very worst,1
very 👎,1
Not Good,1
it's great,5
Good,5
this app used to be really good to work . but since all the changes it's not good at all for the drivers it's structured for Uber to make money and no one else,1
good,5
aap bahut bekar Hai isme data calling nahi ho raha hai,1
please remove indian staff as support staff,1
The app needs to allow drivers to set up a perimeter on how far they can go for orders. The app also needs to wait until after the driver has completed delivery before trying to send a new one. especially when the driver is in the middle of verifying an order.,1
super,5
"ABSOLUTE WORST DRIVER SUPPORT EVER !!!!!! Chat bots for Driver Support ???? Really ???? UBER wants drivers to text while driving because it doesn't have people to actually talk to you ???? APP has issues but there isn't anyone to talk to because Driver Support is run out of someone's basement. Very Sad that a Company would do this. Oh Well , UBER doesn't need my services I guess.",1
good job,5
good,5
bahot he jyada bakar app h uber aouto rekshaw or taxi me jaha pe driver khada h vaha se nahi bajata duty iske leye 500 ya 700 meter dur Rahane vale driver pe duty bajata h kye bar to 5 ya 7 ya 10 kilometre se bhe duty bajata h is chej ko fix kro update se please uber valo,1
is good app in driver,5
Support is ignoring me after a horrific situation. I'm just going to have to delete my account.,1
doesn't work can't even uninstall it,1
low Rate for Riders,5
dara a creep,1
account hacked uber not properly support miss use user,1
reliable n flexible application,5
it sucks how they give my area to Platinum and I have to drive far just to Uber food I'm on blue pro but still it's wrong to give a busy area to only platinum people and in order to be platinum you have to accept order that pay $4 for 11 miles with no tip and that's insane,2
legal scammers,1
"θα θέλαμε να θέσουμε υπόψη σας ένα ζήτημα ιδιαίτερης σημασίας για τη βελτίωση της εμπειρίας και της ασφάλειας των οδηγών που συνεργάζονται με την πλατφόρμα σας στην Αθήνα. Συγκεκριμένα, κρίνουμε απολύτως αναγκαίο, πριν από την αποδοχή κάθε διαδρομής, να παρέχονται εξαρχής βασικές και κρίσιμες πληροφορίες, όπως: ο τελικός προορισμός, καθώς και το εκτιμώμενο κόστος της διαδρομής. Η παροχή αυτών των στοιχείων αποτελεί ήδη καθιερωμένη πρακτική σε πολλές άλ",1
good,5
Good app,5
highly recommend,5
low fare in booking,4
very very best app 🤝,5
good driver,5
Good service,5
very good,5
very bad trips rate it's very bad uber,1
mast kam,5
"सबसे कम पैसों का पिछड़ा बजट देता है टेकसी वाले को, घमंड उसे सिस्टम का, ई-रिक्शा भी तो अच्छा कमाता है,",1
fraud company and robbery 😠 company fare low price 😔 bad service uber company,1
good,5
Seems easier than doordash...nothing wrong with doordash of course,5
rate is very low for drivers,1
good 😊👍,5
good 😊👍,5
good,5
good,4
great way to earn money! thankyou Uber for your love and support.,5
very bad,1
Good 👍,5
I need urgently help but uber contact support never work anytime.,1
good app,5
very good 😊,5
good,5
good 👍,5
good,5
happy,5
best and geniune service,5
Made $250 in 3 days.,5
ok,5
fare price bhot kam ha bhot hi kam,2
happy,5
nice,5
sab vadiya laggy,5
good,5
bekar h koi erning nhi hoti bas in ko hi kama ke dena hota hamri to koi,1
Low price,5
good,5
good 💯,5
great,5
so disconnected 😞,1
Uber's system is very poor and unprofessional because I was blocked for nothing and tried to contact support there was no help,1
not good system of uber in uae driver working too much hard and all money going to companies should be uber remove the contracts with companies,2
good 👍,5
West this app,1
Uber cash out function not working it's trouble for driver why Uber introduce this function Uber doing mental harassment with driver they can't provide cash out function only one time active this function in week then Uber say unfortunately you can't use this function seriously it's very bad experience Uber support line if you not drive car more than 2 week Uber assistant call you but now they don't call me,1
it's a very cunning and Fraud app for people who want earn money it's shows fair 35 rupees when accepting the order after completing the ride your fair magically becames low as 25 rupees I don't know why it's happening but it's misleading also delhivery service once when I accepted the parcel 📦 amount was 110 r for 12 kilometres so I accepted trip after completing the trip the amount has became as 70 rupees I got so frustrated and I tried to call support team but Uber didn't connected,1
very bad service,1
nice,5
good,5
Wikly 1day only long distance trips other day local trips,5
wish I started this long ago,5
good 👍👍👍👍,5
very nice,5
I am not able to go online,5
good,5
WORSE APP TO WORK OVER FESTIVE PERIOD DUE TO BAD PRICES AND LONG DISTANCE PICK UPS,1
worriest experience Uber app strucking very ride tomich timing app opening,1
gjb app hai bhaiyo,5
very bad,1
good,5
"Not helpful at all, not a friendly interference",1
not receiving rides,2
Good,5
good,5
Excellent,5
wost app in my daily life low fair and wrong location showing on map. I recomanded plz do not install the uber driver.,1
thank u uber❤️,5
app app issue,1
osmm app,5
super fast 😄 best app download now,5
super,4
very bad duniya ka sabse ghatiya appp,1
best application,5
This is not showing Pune RTA rate. Faltu app,1
good As,5
owesom,5
😎,5
good 👍,5
pese kam deta hee plzz ret thik karo,5
super,5
super,5
good aap,5
raid par price kam dete ho,2
verybad,1
good app,5
ko g00d,5
good,5
chor app,1
beast uber,5
"They will rip you off, tell you to cancel orders and pay you nothing for 40 minutes of driving, and then penalize you for canceling the order. I've been delivering for Uber since Uber bought Postmates in 2020. I have delivered for Postmates since 2012. Please learn from my mistakes, two transmissions later, close to 400k+ miles between my two cars. In the last year and a half they still can't pay me above minimum wage. I quit and turned on the app tonight and nothing has changed.",1
Worst experience in this app Not login Uber customer care not responding,1
